{'text': '对，输给一个女人，的成绩。失望', 'entities': '人物：说话者（未知）\n地名：无\n机构：无\n位置：未知'}
{'text': '生命就是在时空隧道不断飘移的过程，任何跌宕起伏的情节都慢慢定格成历史的追忆，任何偶遇的情景或者人物都纷纷扮演了驿站或者过客。这种飘移是短暂的，精彩终究会遗忘，热情定然会冷漠。终点总会在不经意间出现，我们终于可以放下悲喜忧欢，放下那些难以舍弃的，坦然驻足观望那许多与已无关的飘移。', 'entities': '人物：无\n地名：无\n机构：无\n位置：无'}
{'text': '[思念牌水饺被检出含有致病菌上海家乐福连夜下架&nbsp;&nbsp;思念公司回应致病菌水饺郑州市展开联合调查]思念牌水饺被检出含有致病菌上海家乐福连夜下架在北京检出可导致肺炎病原菌上海其他超市未接通知暂未跟..http://t.cn/Sv120D', 'entities': '人物：无\n地名：上海、北京、郑州市\n机构：家乐福、思念公司\n位置：上海家乐福、北京、郑州市'}
{'text': '关注“国丹官方微信”马上有惊喜更有豪华大礼等你拿路过不错过带走啦...地址：http://t.cn/8sfiZu6', 'entities': '人物：无\n地名：无\n机构：国丹官方微信\n位置：未知'}
{'text': '#电信狂欢月#电信517，湖南网厅四折！转发拿小米3咯！地址：http://t.cn/8sesVRR', 'entities': '人物：无\n地名：湖南\n机构：电信\n位置：网厅'}
{'text': '能在一起喝酒的人，可以是敌人；但能在一起喝茶的人，一定是朋友。——《血色迷雾》[嘻嘻]我在:http://t.cn/zjSpxvo', 'entities': '人物：无具体人物，泛指任何人\n地名：无具体地名\n机构：无具体机构\n位置：无具体位置'}
{'text': '童星未珉★星卷台灣首站♪開通新浪微博，歡迎大家多多加關注[good]http://t.cn/zO5WEMX', 'entities': '人物：童星未珉\n地名：台湾\n机构：新浪微博\n位置：星卷台湾首站'}
{'text': '心心心泰迪正感动着，前线一嗓子吼起宋茜你是我的瞬间笑喷哈哈泰迪宋茜姐姐的声音好甜泪泪宋茜、宋茜、宋茜、宋茜、宋茜。心', 'entities': '人物：心心心泰迪、宋茜姐姐\n地名：前线\n机构：无\n位置：无'}
{'text': '#文明河南#感谢小编为我们奉献这么精彩的活动！[礼物]地址：http://t.cn/8srwL0d', 'entities': '人物：小编\n地名：河南\n机构：无\n位置：不确定，只知道活动的地址是 http://t.cn/8srwL0d'}
{'text': '我也好想来分析一下：看微博是更新的，解解是转发的，所以说按照正常的流程，二哥应该先是看的，但是截图显示是先看解解转发周觅渊博但二哥木有关注周觅啊的那条，这说明什么？挖鼻屎挖鼻屎挖鼻屎你们看懂了么宋茜汗汗汗', 'entities': '人物：二哥、解解、周觅渊、宋茜\n地名：无\n机构：无\n位置：无'}
{'text': '[太開心][太開心]//@丁子高:我終於可以落街大叫：我係爸爸喇', 'entities': '人物：丁子高\n地名：街道（未具体指定）\n机构：无\n位置：街道上'}
{'text': '一个聪明的女人，不会妄[雪人]图去证明自己的男人坐怀不乱，而是让男人习惯拒绝除自己以外的女人来坐怀；一个聪明的朋友，不会让友人在自己与利益中做选择，而是竭力创造彼此共同的利益；只有愚蠢的人，才去考验别人的人性，然后，两败俱伤。', 'entities': '人物：一个聪明的女人，自己的男人；一个聪明的朋友，友人；愚蠢的人，别人。\n\n地名和位置：无。\n\n机构：无。'}
{'text': '新浪微博客户端版全新发布你有多久没旅行了？回味旅途点滴，一起来分享旅行中的风景、美食与自拍，完成任务还有大奖哦快开启旅行模式，带着微博去旅行飞机下载地址：', 'entities': '人物：无\n地名：无\n机构：新浪微博\n位置：未知'}
{'text': '总的来说吧男文青都是个情种理工科的大男子主义长得帅的没安全感长得丑的带不出去驼背的有点儿猥琐强壮的有点儿粗鲁太能说的不太靠谱太闷骚的话不投机太主动的感觉花心不主动的懒得搭理喜欢我的我不喜欢我喜欢的不喜欢我#论你为什么不找对象#我在这里:http://t.cn/z8AoWmv', 'entities': '人物：男文青\n地名：无\n机构：无\n位置：无'}
{'text': '走你年月日，我有了第一条微博足迹，当时我在微博船票点，炷香之后，微博位置小位子也来到了同一个地方，这就是猿粪啊，宝尼你说呢？记忆无须粉饰，光阴从未虚度，，走你', 'entities': '人物：我、猿粪、宝尼\n地名：微博船票点、猿粪\n机构：微博\n位置：微博位置小位子'}
{'text': '茶道易抒，人道难语-阿里巴巴商友圈http://t.cn/RPgLtmM', 'entities': '人物：无\n地名：阿里巴巴商友圈\n机构：无\n位置：无'}
{'text': '我叫赵新民哈哈哈艺术系女流氓哈哈小新啊～小新～～蜡笔小新専属', 'entities': '人物：赵新民、女流氓、小新、蜡笔小新\n地名：无\n机构：艺术系\n位置：无法确定'}
{'text': '唱的可真好听。。汗汗我在钱柜惠新旗舰店', 'entities': '人物：未提及\n地名：钱柜惠新旗舰店\n机构：未提及\n位置：钱柜惠新旗舰店'}
{'text': '很惭愧，我也是几年前偶然看了一本束星北档案(传记)才知道原来我们还有这么优秀的科学家(学术上和品格上都如此出类拔萃)，他大炮般耿直的脾气和个性，使他不能轻易盲从和臣服于任何权威和政权，所以在历次政治运动中不断倒霉.而这段时间，本是他后半生最可以出成果的黄金时代.个种原因值得我们深思.', 'entities': '人物：束星北\n地名：无\n机构：无\n位置：无'}
{'text': '【丝巾垫枕头发不变形】每个女孩都有这种烦恼，好不容易到美容院做好发型后，经过一觉醒来，头发就变形了！其实，这种情形是可预防的，只要睡前在枕头上铺一条质地光滑的丝巾，如此一来，既不会弄乱头发，又可保持美丽的发型喔！', 'entities': '人物：女孩\n地名：美容院\n机构：无\n位置：枕头上'}
{'text': '【12星座中最相似的2个星座】水瓶座和天蝎座：都具有神秘的特性。俩人性格捉摸不定，最冷静，最理智，最让人摸不透，猜不着，都充满着智慧的灵活头脑，个性坚毅，有较强的毅力；颇有自恋倾向。处事稳重，外表冷漠，内心热情洋溢。同时都比较讲义气，是最优秀的朋友。', 'entities': '人物：水瓶座和天蝎座的人\n地名：无\n机构：无\n位置：无'}
{'text': '#5399高贵大赛#「5399高贵大赛」晒高贵赢iPadMini！美的客厅中央空调震撼上市地址：http://t.cn/8srpIGJ', 'entities': '人物：无\n地名：美的客厅\n机构：5399高贵大赛\n位置：中央空调震撼上市地址：http://t.cn/8srpIGJ'}
{'text': '什么时候都饿的人咱俩幸亏昨晚没去。。。。要不连家都回不去。。。。。汗汗汗', 'entities': '人物：咱俩\n地名：家\n位置：回不去'}
{'text': '时尚拎在手里”其实包包和服装一样，总是随着季节变换着不同的时尚风采。爱美女性都有着包包情结，穿上靓衫，再配上包包一个合适的时尚包袋，就象是画龙点睛的一笔，让穿戴者的气质、风格体现得更加淋漓尽致。>>http://t.cn/z8jzTKz', 'entities': '人物：爱美女性，穿戴者\n地名：无\n机构：无\n位置：无'}
{'text': '【法国---波城古堡】波城古堡位于法国普罗旺斯省亚耳附近地区的波城莱博镇的古城塞遗迹。波城这里曾经是被诗人米斯特拉称为鹫族的英勇的波城一族驻守的城塞，后来经历了无数次战争硝烟的洗礼，于路易13世在位期间毁于战火，现在保留的是当年古堡废墟可供游人参观。', 'entities': '人物：诗人米斯特拉、路易13世；地名：法国、普罗旺斯省、波城莱博镇、波城古堡、古城塞遗迹；机构：无；位置：波城莱博镇的古城塞遗迹。'}
{'text': '男人有时的倔强、不听话只是故意的表现，不要去责罚，因为那只是他想要你再多些的关心和说教，假装噘起小嘴，再耐心地说说他，他会很感动地更加爱你。', 'entities': '人物：男人、你\n地名：无\n机构：无\n位置：无'}
{'text': '今天比赛上场特紧张，这个第五名就像砸我头上的，嘿嘿，比赛前厚着脸皮拉着顾老师合了好几张嘿嘿嘿嘿驰鸣天下顾天池', 'entities': '人物：顾老师，顾天池\n地名：无\n机构：驰鸣天下\n位置：无'}
{'text': '通过微盘下载了微盘考试资料分享的大学英语六级考前最后二十天冲刺，推荐给大家', 'entities': '人物：无\n地名：无\n机构：微盘\n位置：无'}
{'text': '#有奖转发#缘起台湾-倍思特-母亲节“满满的肉松满满的爱”转发赢IPADmini地址：http://t.cn/8sBElGI', 'entities': '人物：无\n地名：台湾\n机构：倍思特\n位置：无'}
{'text': '头戴闪亮皇冠，身披精美模板，吼吼~我已经是微博准会员啦[得瑟]！8大金牌特权抢鲜体验，速来围观吧！http://t.cn/zYA0DI0', 'entities': '人物：无\n地名：无\n机构：微博\n位置：无'}
{'text': '好活动就要支持啦！喜欢这份礼物。谢谢小编给我们带来这么好的礼物喔~~~希望自己可以打破从来不中奖的命运~~~~幸运女神眷顾我吧！！！/地址：http://t.cn/8sEdMlR', 'entities': '人物：小编、自己、幸运女神\n地名：无\n机构：无\n位置：http://t.cn/8sEdMlR'}
{'text': '#漂亮Cgirl#用一颗平常心来对待每一个活动，以一份真诚来打动小编的内心。或许我不是最幸运的那个粉丝，但我一定是最用心的哦！在此祝福小编工作顺利，我会一直支持你们的活动的~！地址：http://t.cn/RvmYjdR', 'entities': '人物：漂亮Cgirl，小编\n地名：无\n机构：无\n位置：无'}
{'text': '妈妈们节日快乐丫曾若彤爱你爱你爱你', 'entities': '人物：曾若彤\n地名：无\n机构：无\n位置：无'}
{'text': '[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平', 'entities': '人物：王人平、张婕、北京创艺宝贝早教、儿童感觉美术馆touch\n地名：北京\n机构：北京创艺宝贝早教、儿童感觉美术馆touch\n位置：可能是北京创艺宝贝早教和儿童感觉美术馆touch所在的位置。'}
{'text': '大连的极重污染天机动车限行，应该对老旧的柴油车起动时冒黑烟的要限行或报废。(评论给极重污染天机动车限行_民生资讯_大连新闻网http://t.cn/zRpzbYU)', 'entities': '人物：无\n地名：大连\n机构：大连新闻网\n位置：无'}
{'text': '@小白女阿瑚//@变态学实验室:[赞]知识贴，实用！！', 'entities': '人物：小白女阿瑚、变态学实验室\n机构：变态学实验室\n位置：未知'}
{'text': '支持来了，小编真是贴心，这么可靠的活动，谢谢！~我一定会来支持的-.地址：http://t.cn/Rvju4rI', 'entities': '人物：小编\n地名：无\n机构：无\n位置：活动网址：http://t.cn/Rvju4rI'}
{'text': '@俞婕呢@奋斗中的小年青儿@大大大大大da鱼@甘主力小姐[哈哈][哈哈][哈哈][哈哈]', 'entities': '人物：俞婕、奋斗中的小年青儿、甘主力小姐\n昵称：大大大大大da鱼\n地名和位置：无。'}
{'text': '【迅雷感恩回馈—年费会员10元购】喜欢你没道理我要带走你地址：http://t.cn/8sxwRtB', 'entities': '人物：无\n地名：无\n机构：迅雷\n位置：无'}
{'text': '//@娄鑫磊-左右乐队:昆明太燥了！', 'entities': '人物：娄鑫磊\n地名：昆明\n机构：左右乐队\n位置：未明确，但可以推测是在昆明。'}
{'text': '我愿意成为你们的忠实粉丝。为你们宣传[嘻嘻]地址：http://t.cn/RvzL4ts', 'entities': '人物：我\n地名：无\n机构：无\n位置：无'}
{'text': '外星人如果占领地球。美国有超人，日本有奥特曼，我们有什么？！！', 'entities': '人物：超人、奥特曼\n地名：地球、美国、日本\n机构：无\n位置：地球'}
{'text': '这居然是真的！既不是玩偶也不是照片合成。据美国8号公开的中华航空的正式申明，可以判断照片中的是真的熊猫。要把这只熊猫从成都移动到美国某动物园，相关人员很是苦恼，放入护笼里的话照顾熊猫比较困难。中华航空提供了商务舱，熊猫旁边的人是饲养员。14个小时飞行时间内，熊猫穿着塑料尿布', 'entities': '人物：熊猫、饲养员、相关人员；地名：成都、美国、某动物园；机构：中华航空；位置：商务舱。'}
{'text': '俩个富二代在为晚上的活动找姑娘。。哎。。。我这穷人情何以堪。。。陈雨奇葩的世界什么时候都饿的人', 'entities': '人物：俩个富二代、陈雨\n地名：无\n机构：无\n位置：无'}
{'text': '我愿意成为你们的忠实粉丝。为你们宣传b地址：http://t.cn/8sBXca5', 'entities': '人物：我\n地名：无\n机构：无\n位置：无'}
{'text': '#双11美团粉丝福利#转发的意义在于拿大奖啊拿大奖！大奖，快到碗里来！@一朵蒲公英的旅行梦http://t.cn/R78paGF', 'entities': '人物：@一朵蒲公英的旅行梦\n地名：无\n机构：美团\n位置：无'}
{'text': '女人的脸不经近看，男人的心不经细看。有些人，身近了，心也就远了。。。', 'entities': '人物：女人、男人、有些人\n地名：无\n机构：无\n位置：无'}
{'text': '今天急需冷气思密达曾若彤', 'entities': '人物：思密达、曾若彤\n地名：无\n机构：无\n位置：无'}
