{'text': '漫步在这山间的小道上', 'predict': '关系名：Located'}
{'text': '即：秦汉至晋代，犍为郡管辖：东边在安岳、乐至', 'predict': '\'犍\'和\'郡\'属于"Located"关系。'}
{'text': '她最后竟然死于无正常职业的氓民长脚之手，让人惊诧。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '湘江岸边的漫步，岳麓红枫下的登攀', 'predict': '句子中的\'岳麓\'和\'红枫\'属于"Located"关系。'}
{'text': '冰箱里储存着各种水果鱼肉付食等，平民百姓常常出巡旅游，去外地观光玩耍，现代人就是幸福。', 'predict': "句子中的'平民百姓'和'现代人'属于社会关系。"}
{'text': '河边的水草里、稻田里时常见到水鸟的窝，水鸟的蛋，有时还有刚出壳的雏鸟。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '后来，我们长大一点，姐姐就帮母亲烧火煮饭，我和哥哥就到田边井里取水', 'predict': '关系：Family'}
{'text': '而我只能穿着外面罩着一个塑料布的草鞋去学校。', 'predict': "'我'属于'General-Special'关系，'外面罩着一个塑料布的草鞋'属于'Part-Whole'关系。"}
{'text': '爬树掏鸟窝，或砍一截树枝', 'predict': 'Part-Whole（部分-整体）关系。因为“树”是“爬树掏鸟窝”中的一部分，“鸟窝”是“爬树掏鸟窝”的整体。'}
{'text': '张继善进入大山深处的山庄窝铺，听见一位苍颜白发的放羊老汉在唱歌：“最后的一碗饭', 'predict': '关系：Located, Social'}
{'text': '再也看不到人们裁制或缝补衣服，衣服全去商店购买', 'predict': '衣服和商店属于“Ownership”（所有权）关系。'}
{'text': '是对疼她、关心她的人给以无情的伤害和打击。我想，这种人要自救', 'predict': '句子中的\'她\'属于"Social"关系，而\'这种人\'属于"General-Special"关系。'}
{'text': '那一年清明节后，生产队长娇守云对我说：这几天东南沟蜂场有黑瞎子搬蜂箱', 'predict': '关系：Social'}
{'text': '但这种步枪需拉动枪栓退出弹壳重新推上子弹才可以继续发射', 'predict': '步枪和弹壳属于Part-Whole（部分-整体）关系。'}
{'text': '哈姆雷特蹲在铁栅做成的笼底,长长的耳朵软软地搭在头两侧。', 'predict': '这个句子中没有明显的属于上述关系之一的词语，因此无法回答哪种关系。'}
{'text': '就象凤凰在烈火里起舞', 'predict': 'Part-Whole (部分-整体)'}
{'text': '在它的下端弯成一个小钩，并将小钩磨得尖尖的。然后将上端绑在一根长长的竹杆上(河水越深用的竹杆就越长)。', 'predict': 'Part-Whole (部分-整体)'}
{'text': '妻急忙抱着棉衣跑去，追上他，双手递了去。', 'predict': "'妻'属于'Family'（家庭）关系，'双手'属于'Part-Whole'（部分-整体）关系。"}
{'text': '我们特地停车，手举相机，欢步踏上路边靠山一侧那松软的草地', 'predict': '关系：Use'}
{'text': '<N>年，西洞庭农场改制成管理区，单一的农垦企业又增添了政府职能职责', 'predict': 'Part-Whole'}
{'text': '一块块梯田状、不规则的庄稼地，披上了一层金黄色的盛装，有高粱粟，有水稻，有玉米', 'predict': "'庄稼地'属于'Part-Whole'关系，'水稻'属于'General-Special'关系。"}
{'text': '和煦的阳光照在河水里泛着一层层银白色的光亮，我们坐在小船上', 'predict': "关系名：Located\n\n'河水里'和'一层层银白色的光亮'都是描述位置和状态的词语，属于Located关系。"}
{'text': '鱼米之乡(岷江、沱江、青衣江均在犍为郡)、佳茗之乡、美酒之乡(今酒城、酒都、茅台等均属犍为郡)、丝绸之乡、旅游之乡(峨眉山、瓦屋山、彭祖山等山川均在犍为郡)', 'predict': "'酒城'属于关系名'美酒之乡'，'瓦屋山'属于关系名'旅游之乡'。"}
{'text': '这时从路边小屋里走出来一个好心的大叔，他先把我领到家里给我吃了一个滚热的山芋', 'predict': "'路边小屋'和'他'属于'Located'（位置）关系。"}
{'text': '沙滩上卵石片片;河岸上，不断闪过公主柳、藏杨树的倩影;河对面', 'predict': '关系名：Located'}
{'text': '当时真没注意身边还有我未来绥化铁路司机学校的两位老师。', 'predict': '关系：Social'}
{'text': '那你有没有想过帮你的母亲呢?我在怀疑', 'predict': '关系：Family'}
{'text': '我的月工资是<N>个工资份(每个工资份约买<N>斤米)，我爱人的月工资是<N>个工资份。', 'predict': "关系：Part-Whole\n'<N>斤米'是'我的月工资'中的一部分，而'爱人'是另一个整体，因此它们属于Part-Whole关系。"}
{'text': '就牢牢地被追施在葡萄树的根底。开春发芽成叶抽枝开花，直到坐果后', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '也长得病歪歪状：树身生有疤痕，流淌着浓稠的树液，可看到几只天牛、细腰黄蜂', 'predict': 'Part-Whole (部分-整体)。因为“树身”和“树液”是树的一部分。'}
{'text': '母亲泪流满面', 'predict': '关系名：Family'}
{'text': '父亲逝世后，母亲黯然失神.在南充举目无亲的情况下，为了抚育我们三个敖敖待哺的稚儿，母亲毅然决定调回她的故乡----璧山', 'predict': "'目'属于General-Special关系，'我们三个敖敖待哺的稚儿'属于Part-Whole关系。"}
{'text': '另一种是新疆的沙漠英雄树胡杨。它们已经植根在我的心灵深处', 'predict': "'胡杨'属于Part-Whole关系，'它们'属于General-Special关系。"}
{'text': '一张口，台下一片掌声…', 'predict': 'General-Special'}
{'text': '乡里从村里选拔文艺骨干参加县里的汇演，他俩就是那时认识的。他会拉', 'predict': "'村里'属于Located关系，'他俩'属于Social关系。"}
{'text': '冬季百姓照样能吃到新鲜的蔬菜，冰箱里储存着各种水果鱼肉付食等', 'predict': "'冰箱'属于'Owership'关系，'鱼'属于'Part-Whole'关系。"}
{'text': '点兵的号角响起了，阿雄随军而去。而妻子阿梅煮了几斤大米饭', 'predict': '点兵的号角和阿雄属于"Social"（社会关系）关系，妻子和阿雄属于"Family"（家庭关系）关系。'}
{'text': '父亲，您可听到了儿女对您的呼唤?父亲的遗物', 'predict': '父亲和儿女属于家庭关系。'}
{'text': '无论是藏北、山南、还是昌都和阿里地区，都散布着众多的湖泊。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '意思是太阳下山时，溪里的螺蛳就开始爬上岸边的石头吐气歇息。', 'predict': '\'溪里\'和\'螺蛳\'属于"Located"关系，即"位置"关系。'}
{'text': '不久，野花开在草滩、地埂上。', 'predict': 'Part-Whole'}
{'text': '园塘村的竹子种类繁多，据村民说：有金竹、贵竹、水竹、毛竹等等。', 'predict': "'竹子'和'金竹'属于'Part-Whole'关系，因为'金竹'是'竹子'中的一种。"}
{'text': '后来，我们长大一点，姐姐就帮母亲烧火煮饭', 'predict': 'Family'}
{'text': '丈夫将王氏狠狠地揍了一顿。婆婆挨了揍出了丑，怀疑是蔡妮坏了自己的好事', 'predict': "根据句子，'王氏'和'蔡妮'都是人名，但是句子中没有明确的关系词语来确定它们之间的关系。因此，它们的关系是Unknown（未知）。"}
{'text': '那叫声渐渐远了，我稍微动动手和脚感觉没事', 'predict': '我和手属于Part-Whole（部分-整体）关系。'}
{'text': '把太阳的圆脸都咬缺了', 'predict': "句子“把太阳的圆脸都咬缺了”中，'太阳'和'圆脸'属于“Part-Whole”关系，因为“圆脸”是“太阳”的一部分。"}
{'text': '岸边那一丛丛芦苇总是显得特别的茂密鲜活。我常常与小伙伴们钻进苇丛挖甜甜的芦根，打鲜嫩的芦叶，用自制的芦枪打“游击战”', 'predict': "句子中的'芦苇'和'芦叶'属于Part-Whole关系，因为它们是芦苇这个整体的一部分。"}
{'text': '母亲性格急躁，有时有点固执。如果做什么事情不遂她的心意，她就会生气。比如说学习不认真，写字僚草，习题做得不对，她就要生气。有时侯她会咬牙切齿、恨铁不成钢地责备你。', 'predict': '关系：Family'}
{'text': '只见五爷一大早挑着货郎挑子出门，手里拎个拨浪鼓，开始走街串巷', 'predict': '关系：Part-Whole'}
{'text': '当我漫步在淝河的堤坝上，一轮晚霞在水面上跳跃', 'predict': '关系：Located'}
{'text': '很多人都喜欢自己安装矿石收音机，父亲也不例外。他运用物理学知识，不但把矿石收音机装得比别人精致', 'predict': '关系：Family'}
{'text': '老人端盏油灯，照到了倒在地上的少年。', 'predict': '老人和油灯属于Part-Whole（部分-整体）关系。'}
{'text': '那时候，母亲工作很忙。她总是黎明前就起床煮饭。我常常在清晨睁开朦胧的眼睛，看见她在灶前烧火', 'predict': '关系：Family'}
{'text': '蚬肉具有很高的营养价值，它有清热润肺的功效，含有丰富蛋白质和各种维生素。有独特的淮河风味。特别是春天的淮河蚬肉更为鲜嫩可口。', 'predict': '关系：General-Special'}
{'text': '因为这种样式有三个衣袋,左胸的袋口横斜着,可以插钢笔,下面左右各有一个衣袋', 'predict': 'Part-Whole。'}
{'text': '修葺水田旱土<N>万亩，西洞庭真正成了旱涝保收的米粮仓。', 'predict': "'西洞庭'属于Located关系，'旱涝保收的米粮仓'属于General-Special关系。"}
{'text': '我们的祖先把它们与梅花、兰草和菊花并列在一起，称为“四君子”', 'predict': 'Part-Whole (部分-整体)关系。因为“它们”指代的是梅花、兰草和菊花，而这些花卉与“四君子”一起被并列在一起，构成了一个整体。'}
{'text': '幸好<N>年重庆水轮机厂到璧山招工，母亲闻讯后急急忙忙连夜跑到乡政府，向乡政府领导诉说自己年轻时如何失去丈夫，而今生活如何艰难', 'predict': "'母亲'属于'Family'（家庭）关系，'<N>年'没有明确的关系，可以视为'Unknown'（未知）关系。"}
{'text': '调皮的麻雀蹲在枯枝上，张望着灰暗的天空。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '从人的头顶灌到脚底。', 'predict': "这个句子中的'人的头顶'和'人'属于Part-Whole（部分-整体）的关系。"}
{'text': '还意外收获到长荡湖“三鲜―――黄雀、青鱼、白壳虾', 'predict': '长荡湖“三鲜和青鱼属于"Part-Whole"（部分-整体）关系。'}
{'text': '我和弟弟上学需要学费，父亲就答应下了。', 'predict': 'Family (家庭关系)'}
{'text': '最突出的就是村前村后的两座山，村前靠南边的山叫前门山', 'predict': "'村前'和'山'属于'Located'（位置关系）的关系。"}
{'text': '春天时，山上开满了杜鹃花，我们总隔三差五地去山上采摘', 'predict': "'山上'和'杜鹃花'属于'Located'（位置关系）的关系。"}
{'text': '幸好<N>年重庆水轮机厂到璧山招工，母亲闻讯后急急忙忙连夜跑到乡政府，向乡政府领导诉说自己年轻时如何失去丈夫，而今生活如何艰难', 'predict': "'璧山'和'母亲'属于'Located'关系。"}
{'text': '只见那孩子心脏跳动的胸脯处，有半块馒头大小的肉包忽隐忽现，全身瘦得只剩一层皮，肋巴扇快要透亮了。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '数一数候鸟的羽毛，问一问候鸟有没有受伤', 'predict': 'Part-Whole'}
{'text': '时，他会拿个弹弓比划比划;拿根树枝转转悠悠;再就是给那墩从周继和家要来的、栽在矮墙南头的蝎子草', 'predict': "句子中的'他'和'弹弓'属于Part-Whole关系，因为'他'持有'弹弓'，'弹弓'是'他'的一部分。"}
{'text': '<N>作业区<N>队<N>组组长罗恒，是一位在抗美援朝战场入党的转业军人，吃饭总是让组员们吃在前头', 'predict': '关系：Part-Whole'}
{'text': '一个阿姨介绍用一种水鸟(当地叫翠鸟)的唾液蒸蛋能治气管炎的偏方', 'predict': "'阿姨'和'一种水鸟'属于'General-Special'（一般特殊）的关系，因为阿姨介绍的是这种特殊的蒸蛋方法，而这种方法中需要用到一种特殊的水鸟的唾液。"}
{'text': '总之是那样的撩逗人心。那天然的韵律直扑大脑中的每一根交感神经，并把它导入全身每一个毛细血孔。', 'predict': "'人'属于'Part-Whole'关系，'大脑中的每一根交感神经'属于'General-Special'关系。"}
{'text': '道路很滑，我不小心，一脚摔倒在水田里，冷得牙齿咯咯作响。', 'predict': "'我'属于主谓关系，'牙齿'属于动宾关系。"}
{'text': '于是大家七手八脚，两人捉前脚，两人捉后脚，一人揪尾巴', 'predict': '关系：Social'}
{'text': '我和母亲的眼泪就夺眶而出', 'predict': "'母亲'和'眼泪'属于'Family'（家庭）关系。"}
{'text': '政府免费供应吃住，胡锦涛总书记，温家宝总理等国家和省市领导，多次到南河体育中心慰问看望过灾民', 'predict': "'胡锦涛总书记'属于'General-Spicial'关系，'国家和省市领导'属于'Social'关系。"}
{'text': '<N>年，西洞庭摘得了“全国红旗农场”的桂冠，<N>年被评为“全国农垦先进单位”，<N>年，被评为“全国农业科技投入百强”第<N>名。', 'predict': "'西洞庭'属于'Located'关系，而'“全国农业科技投入百强”'属于'General-Special'关系。"}
